platform,server_name,scraped_at,time_range_start,time_range_end,total_members,human_members,bot_count,online_members,text_channels,voice_channels,categories,roles,emojis,messages_2026-04,messages_2026-05,total_messages
discord,Flatcar Container Linux,2026-05-21T19:55:44.640037,2026-04-21,2026-05-21,87,86,1,0,17,18,5,8,20,154,264,418
